Year,Month,Biodiesel,Diesel,Price Difference,Region,Value,Stations,prec,tmax,tmin
2015,11,2.61,2.47,0.15,eastcentral,257582000.0,dubuquearea,136.65,9.79,-0.11
2015,11,2.61,2.47,0.15,eastcentral,257582000.0,iowaeastcentral,121.67,11.74,-0.02
2015,11,2.61,2.47,0.15,eastcentral,257582000.0,lowden,140.72,11.59,0.28
2015,11,2.61,2.47,0.15,eastcentral,257582000.0,manchester2,105.41,9.94,-0.81
2015,11,2.61,2.47,0.15,eastcentral,257582000.0,maquioketa2w,111.51,10.33,-0.94
2015,11,2.61,2.47,0.15,northcentral,364763000.0,algona,117.86,8.45,-1.84
2015,11,2.61,2.47,0.15,northcentral,364763000.0,estherville4e,91.95,7.91,-1.76
2015,11,2.61,2.47,0.15,northcentral,364763000.0,esthervillemunicipal,106.43,7.74,-1.95
2015,11,2.61,2.47,0.15,northcentral,364763000.0,fortdodge,98.3,9.6,-0.5
2015,11,2.61,2.47,0.15,northcentral,364763000.0,iowadroughtregion2,95.25,10.32,-0.87
2015,11,2.61,2.47,0.15,northcentral,364763000.0,jefferson,93.22,10.92,0.38
2015,11,2.61,2.47,0.15,northcentral,364763000.0,pocahontas,135.89,9.46,-0.98
2015,11,2.61,2.47,0.15,northcentral,364763000.0,saccity,129.03,9.41,-0.65
2015,11,2.61,2.47,0.15,northcentral,364763000.0,emmetsburg,99.83,10.0,-0.86
2015,11,2.61,2.47,0.15,northcentral,364763000.0,webstercity,73.92,10.22,-0.98
2015,11,2.61,2.47,0.15,northeast,311052000.0,elkader6ssw,109.47,9.96,-1.61
2015,11,2.61,2.47,0.15,northeast,311052000.0,fayette,70.11,9.63,-0.37
2015,11,2.61,2.47,0.15,northeast,311052000.0,iowadroughtregion3,101.09,10.91,-0.44
2015,11,2.61,2.47,0.15,northeast,311052000.0,iowanortheastclimatedivision,87.88,10.23,-0.52
2015,11,2.61,2.47,0.15,northeast,311052000.0,newhampton,79.25,8.3,-1.57
2015,11,2.61,2.47,0.15,northeast,311052000.0,oelwein1e,54.36,9.64,-1.0
2015,11,2.61,2.47,0.15,northeast,311052000.0,oelweinarea,54.36,9.64,-1.0
2015,11,2.61,2.47,0.15,northeast,311052000.0,postville,96.01,9.27,-0.25
2015,11,2.61,2.47,0.15,northeast,311052000.0,stanley,,9.61,-1.17
2015,11,2.61,2.47,0.15,northeast,311052000.0,waukon,81.28,10.17,0.19
2015,11,2.61,2.47,0.15,northwest,382845000.0,iowadroughtregion1,108.2,10.15,-1.72
2015,11,2.61,2.47,0.15,northwest,382845000.0,iowanorthwestclimate,111.76,9.37,-1.95
2015,11,2.61,2.47,0.15,northwest,382845000.0,lemars,105.16,9.54,-1.78
2015,11,2.61,2.47,0.15,northwest,382845000.0,primghar,149.1,9.62,0.27
2015,11,2.61,2.47,0.15,northwest,382845000.0,rockrapids,140.21,9.29,-2.32
2015,11,2.61,2.47,0.15,northwest,382845000.0,sibley5,,7.76,-2.39
2015,11,2.61,2.47,0.15,northwest,382845000.0,siouxcenter,103.13,9.78,-0.59
2015,11,2.61,2.47,0.15,northwest,382845000.0,spencer,139.19,8.28,-1.65
2015,11,2.61,2.47,0.15,northwest,382845000.0,siouxrapids,120.4,8.7,-1.32
2015,11,2.61,2.47,0.15,northwest,382845000.0,spencerarea,110.76,9.09,-1.02
2015,11,2.61,2.47,0.15,southcentral,88921000.0,allerton,148.85,12.32,1.43
2015,11,2.61,2.47,0.15,southcentral,88921000.0,centerville,168.66,13.43,0.91
2015,11,2.61,2.47,0.15,southcentral,88921000.0,chariton,110.74,12.65,-0.13
2015,11,2.61,2.47,0.15,southcentral,88921000.0,des moines area,85.35,12.69,2.54
2015,11,2.61,2.47,0.15,southcentral,88921000.0,iowa - south central climate division,115.82,13.0,1.19
2015,11,2.61,2.47,0.15,southcentral,88921000.0,iowa drought region 5 - southeast,115.82,12.69,0.8
2015,11,2.61,2.47,0.15,southcentral,88921000.0,newton,71.38,11.06,0.56
2015,11,2.61,2.47,0.15,southcentral,88921000.0,osceola-3-wsw,101.86,12.96,0.35
2015,11,2.61,2.47,0.15,southcentral,88921000.0,oskaloosa,132.08,11.92,1.26
2015,11,2.61,2.47,0.15,southcentral,88921000.0,rathbun dam,142.24,12.65,0.67
2015,11,2.61,2.47,0.15,southeast,156619000.0,burlington,157.48,12.78,2.02
2015,11,2.61,2.47,0.15,southeast,156619000.0,columbus junct 2 ssw,123.19,11.98,1.06
2015,11,2.61,2.47,0.15,southeast,156619000.0,fairfield,143.26,12.31,2.41
2015,11,2.61,2.47,0.15,southeast,156619000.0,iowa - southeast climate division,126.49,13.11,0.98
2015,11,2.61,2.47,0.15,southeast,156619000.0,keosauqua,113.04,14.37,1.31
2015,11,2.61,2.47,0.15,southeast,156619000.0,burlingtonairport,151.89,12.54,2.39
2015,11,2.61,2.47,0.15,southeast,156619000.0,donnellson,131.32,13.16,2.59
2015,11,2.61,2.47,0.15,southeast,156619000.0,fortmadison,129.8,12.24,2.56
2015,11,2.61,2.47,0.15,southeast,156619000.0,keokuk,159.51,13.15,2.72
2015,11,2.61,2.47,0.15,southeast,156619000.0,mount-pleasant,120.65,12.52,0.72
2015,11,2.61,2.47,0.15,southwest,190729000.0,atlantic-1-ne,90.68,11.94,-0.2
2015,11,2.61,2.47,0.15,southwest,190729000.0,clarinda,96.78,13.14,0.38
2015,11,2.61,2.47,0.15,southwest,190729000.0,corning,101.35,12.46,1.24
2015,11,2.61,2.47,0.15,southwest,190729000.0,creston,110.49,11.89,0.39
2015,11,2.61,2.47,0.15,southwest,190729000.0,greenfield,127.51,12.31,1.17
2015,11,2.61,2.47,0.15,southwest,190729000.0,iowa - southwest climate division,89.92,13.17,0.8
2015,11,2.61,2.47,0.15,southwest,190729000.0,iowa drought region 4 - southwest,93.73,12.78,0.48
2015,11,2.61,2.47,0.15,southwest,190729000.0,oakland-2-e,90.43,11.84,0.86
2015,11,2.61,2.47,0.15,southwest,190729000.0,shenandoah-1-ne,114.82,13.37,2.24
2015,11,2.61,2.47,0.15,southwest,190729000.0,winterset,77.48,11.67,1.61
2015,11,2.61,2.47,0.15,westcentral,383127000.0,audubon,88.14,10.93,-0.78
2015,11,2.61,2.47,0.15,westcentral,383127000.0,battle creek 3ne,93.99,10.38,-1.42
2015,11,2.61,2.47,0.15,westcentral,383127000.0,carroll-2-ssw,103.89,10.67,0.21
2015,11,2.61,2.47,0.15,westcentral,383127000.0,denison,145.8,9.85,-0.2
2015,11,2.61,2.47,0.15,westcentral,383127000.0,ida grove area,93.99,10.75,-1.42
2015,11,2.61,2.47,0.15,westcentral,383127000.0,iowa - west central climate division,97.54,11.48,-0.56
2015,11,2.61,2.47,0.15,westcentral,383127000.0,little sioux 2nw,88.14,11.46,-1.15
2015,11,2.61,2.47,0.15,westcentral,383127000.0,mapleton no. 2,104.39,10.5,-0.74
2015,11,2.61,2.47,0.15,westcentral,383127000.0,sac-city,129.03,9.41,-0.65
2015,11,2.61,2.47,0.15,westcentral,383127000.0,sioux city area,115.58,11.07,-0.67
2015,12,2.83,2.31,0.52,central,369962000.0,ames 5 se,163.34,4.21,-3.26
2015,12,2.83,2.31,0.52,central,369962000.0,ames area,163.34,4.21,-3.26
2015,12,2.83,2.31,0.52,central,369962000.0,ames municipal ap,126.01,4.48,-2.96
2015,12,2.83,2.31,0.52,central,369962000.0,ames-8-wsw,128.28,3.8,-3.03
2015,12,2.83,2.31,0.52,central,369962000.0,boone,155.98,3.87,-4.01
2015,12,2.83,2.31,0.52,central,369962000.0,grinnell-3-sw,149.1,5.07,-2.28
2015,12,2.83,2.31,0.52,central,369962000.0,grundy-center,208.3,4.09,-2.72
2015,12,2.83,2.31,0.52,central,369962000.0,iowa average,123.44,5.02,-3.54
2015,12,2.83,2.31,0.52,central,369962000.0,marshalltown municipal ap,114.57,4.68,-2.47
2015,12,2.83,2.31,0.52,central,369962000.0,toledo,116.86,4.59,-2.42
2015,12,2.83,2.31,0.52,eastcentral,257582000.0,anamosa3ssw,115.34,5.9,-1.88
2015,12,2.83,2.31,0.52,eastcentral,257582000.0,cascade,114.32,5.81,-1.38
2015,12,2.83,2.31,0.52,eastcentral,257582000.0,cedarrapids1,114.05,5.65,-1.04
2015,12,2.83,2.31,0.52,eastcentral,257582000.0,cedarrapidsarea,103.39,5.47,-1.43
2015,12,2.83,2.31,0.52,eastcentral,257582000.0,clinton1,119.64,6.63,-0.54
2015,12,2.83,2.31,0.52,eastcentral,257582000.0,dubuquearea,106.44,4.46,-2.03
2015,12,2.83,2.31,0.52,eastcentral,257582000.0,iowaeastcentral,124.21,6.63,-1.79
2015,12,2.83,2.31,0.52,eastcentral,257582000.0,lowden,106.18,6.26,-1.13
2015,12,2.83,2.31,0.52,eastcentral,257582000.0,manchester2,127.03,4.91,-2.35
2015,12,2.83,2.31,0.52,eastcentral,257582000.0,maquioketa2w,106.19,5.5,-1.88
2015,12,2.83,2.31,0.52,northcentral,364763000.0,algona,69.87,1.56,-5.68
2015,12,2.83,2.31,0.52,northcentral,364763000.0,estherville4e,107.7,0.67,-6.5
2015,12,2.83,2.31,0.52,northcentral,364763000.0,esthervillemunicipal,47.27,0.31,-6.63
2015,12,2.83,2.31,0.52,northcentral,364763000.0,fortdodge,156.23,2.41,-4.76
2015,12,2.83,2.31,0.52,northcentral,364763000.0,iowadroughtregion2,125.48,3.24,-4.82
2015,12,2.83,2.31,0.52,northcentral,364763000.0,jefferson,153.43,3.35,-4.09
2015,12,2.83,2.31,0.52,northcentral,364763000.0,pocahontas,116.59,1.81,-5.3
2015,12,2.83,2.31,0.52,northcentral,364763000.0,saccity,132.6,1.9,-5.63
2015,12,2.83,2.31,0.52,northcentral,364763000.0,emmetsburg,78.23,2.24,-5.77
2015,12,2.83,2.31,0.52,northcentral,364763000.0,webstercity,148.35,3.57,-4.52
2015,12,2.83,2.31,0.52,northeast,311052000.0,elkader6ssw,139.21,4.52,-2.92
2015,12,2.83,2.31,0.52,northeast,311052000.0,fayette,164.61,4.21,-2.69
2015,12,2.83,2.31,0.52,northeast,311052000.0,iowadroughtregion3,131.06,5.45,-2.58
2015,12,2.83,2.31,0.52,northeast,311052000.0,iowanortheastclimatedivision,135.13,4.86,-2.9
2015,12,2.83,2.31,0.52,northeast,311052000.0,newhampton,133.35,2.78,-3.81
2015,12,2.83,2.31,0.52,northeast,311052000.0,oelwein1e,142.51,4.26,-3.44
2015,12,2.83,2.31,0.52,northeast,311052000.0,oelweinarea,142.51,4.26,-3.44
2015,12,2.83,2.31,0.52,northeast,311052000.0,postville,167.67,3.85,-3.48
2015,12,2.83,2.31,0.52,northeast,311052000.0,stanley,,4.39,-2.76
2015,12,2.83,2.31,0.52,northeast,311052000.0,waukon,165.11,3.71,-2.01
2015,12,2.83,2.31,0.52,northwest,382845000.0,iowadroughtregion1,79.76,2.13,-6.13
2015,12,2.83,2.31,0.52,northwest,382845000.0,iowanorthwestclimate,79.25,1.72,-6.36
2015,12,2.83,2.31,0.52,northwest,382845000.0,lemars,84.08,2.07,-5.98
2015,12,2.83,2.31,0.52,northwest,382845000.0,primghar,61.47,1.63,-4.71
2015,12,2.83,2.31,0.52,northwest,382845000.0,rockrapids,43.7,0.47,-6.94
2015,12,2.83,2.31,0.52,northwest,382845000.0,sibley5,,-0.3,-7.44
2015,12,2.83,2.31,0.52,northwest,382845000.0,siouxcenter,51.83,2.15,-5.47
2015,12,2.83,2.31,0.52,northwest,382845000.0,spencer,67.06,1.24,-6.24
2015,12,2.83,2.31,0.52,northwest,382845000.0,siouxrapids,68.84,0.72,-6.09
2015,12,2.83,2.31,0.52,northwest,382845000.0,spencerarea,48.27,0.68,-6.9
2015,12,2.83,2.31,0.52,southcentral,88921000.0,allerton,143.53,6.09,-1.99
2015,12,2.83,2.31,0.52,southcentral,88921000.0,centerville,125.98,7.11,-1.95
2015,12,2.83,2.31,0.52,southcentral,88921000.0,chariton,160.02,6.2,-2.69
2015,12,2.83,2.31,0.52,southcentral,88921000.0,des moines area,138.19,6.08,-1.42
2015,12,2.83,2.31,0.52,southcentral,88921000.0,iowa - south central climate division,131.32,6.45,-2.38
2015,12,2.83,2.31,0.52,southcentral,88921000.0,iowa drought region 5 - southeast,129.79,6.83,-1.94
2015,12,2.83,2.31,0.52,southcentral,88921000.0,newton,113.03,4.93,-2.26
2015,12,2.83,2.31,0.52,southcentral,88921000.0,osceola-3-wsw,106.43,5.65,-2.61
2015,12,2.83,2.31,0.52,southcentral,88921000.0,oskaloosa,144.02,6.63,-1.34
2015,12,2.83,2.31,0.52,southcentral,88921000.0,rathbun dam,115.83,6.63,-2.11
2015,12,2.83,2.31,0.52,southeast,156619000.0,burlington,123.71,7.67,-0.2
2015,12,2.83,2.31,0.52,southeast,156619000.0,columbus junct 2 ssw,117.61,6.83,-0.91
2015,12,2.83,2.31,0.52,southeast,156619000.0,fairfield,117.88,7.35,-0.22
2015,12,2.83,2.31,0.52,southeast,156619000.0,iowa - southeast climate division,122.17,7.74,-1.11
2015,12,2.83,2.31,0.52,southeast,156619000.0,keosauqua,69.86,7.94,-1.4
2015,12,2.83,2.31,0.52,southeast,156619000.0,burlingtonairport,114.56,7.5,0.5
2015,12,2.83,2.31,0.52,southeast,156619000.0,donnellson,137.42,7.89,-0.22
2015,12,2.83,2.31,0.52,southeast,156619000.0,fortmadison,98.04,7.35,0.36
2015,12,2.83,2.31,0.52,southeast,156619000.0,keokuk,114.81,8.58,0.33
2015,12,2.83,2.31,0.52,southeast,156619000.0,mount-pleasant,119.38,7.08,-0.99
2015,12,2.83,2.31,0.52,southwest,190729000.0,atlantic-1-ne,168.16,4.16,-4.91
2015,12,2.83,2.31,0.52,southwest,190729000.0,clarinda,156.47,5.66,-3.41
2015,12,2.83,2.31,0.52,southwest,190729000.0,corning,148.59,5.27,-3.37
2015,12,2.83,2.31,0.52,southwest,190729000.0,creston,171.96,4.76,-3.67
2015,12,2.83,2.31,0.52,southwest,190729000.0,greenfield,159.52,5.2,-3.89
2015,12,2.83,2.31,0.52,southwest,190729000.0,iowa - southwest climate division,148.08,5.61,-3.82
2015,12,2.83,2.31,0.52,southwest,190729000.0,iowa drought region 4 - southwest,141.48,5.2,-4.07
2015,12,2.83,2.31,0.52,southwest,190729000.0,oakland-2-e,158.51,4.1,-4.32
2015,12,2.83,2.31,0.52,southwest,190729000.0,shenandoah-1-ne,157.23,5.81,-3.39
2015,12,2.83,2.31,0.52,southwest,190729000.0,winterset,139.71,5.0,-3.28
2015,12,2.83,2.31,0.52,westcentral,383127000.0,audubon,138.7,3.05,-4.87
2015,12,2.83,2.31,0.52,westcentral,383127000.0,battle creek 3ne,120.15,2.24,-6.2
2015,12,2.83,2.31,0.52,westcentral,383127000.0,carroll-2-ssw,154.69,2.46,-4.65
2015,12,2.83,2.31,0.52,westcentral,383127000.0,denison,181.61,1.92,-4.91
2015,12,2.83,2.31,0.52,westcentral,383127000.0,ida grove area,120.15,2.24,-6.2
2015,12,2.83,2.31,0.52,westcentral,383127000.0,iowa - west central climate division,132.59,3.85,-4.89
2015,12,2.83,2.31,0.52,westcentral,383127000.0,little sioux 2nw,148.09,3.15,-5.39
2015,12,2.83,2.31,0.52,westcentral,383127000.0,mapleton no. 2,111.51,2.74,-5.11
2015,12,2.83,2.31,0.52,westcentral,383127000.0,sac-city,132.6,1.9,-5.63
2015,12,2.83,2.31,0.52,westcentral,383127000.0,sioux city area,72.65,3.44,-4.85
2016,1,2.78,2.14,0.63,central,414981000.0,ames 5 se,20.84,-2.89,-10.87
2016,1,2.78,2.14,0.63,central,414981000.0,ames area,20.84,-2.89,-10.87
2016,1,2.78,2.14,0.63,central,414981000.0,ames municipal ap,10.69,-2.8,-10.5
2016,1,2.78,2.14,0.63,central,414981000.0,ames-8-wsw,15.25,-2.74,-10.22
2016,1,2.78,2.14,0.63,central,414981000.0,boone,22.12,-3.12,-11.52
2016,1,2.78,2.14,0.63,central,414981000.0,grinnell-3-sw,14.48,-3.52,-11.74
2016,1,2.78,2.14,0.63,central,414981000.0,grundy-center,13.73,-4.52,-12.18
2016,1,2.78,2.14,0.63,central,414981000.0,iowa average,16.0,-2.28,-11.79
2016,1,2.78,2.14,0.63,central,414981000.0,marshalltown municipal ap,14.5,-3.1,-10.34
2016,1,2.78,2.14,0.63,central,414981000.0,toledo,13.98,-3.57,-11.49
2016,1,2.78,2.14,0.63,eastcentral,286278000.0,anamosa3ssw,12.46,-2.8,-11.08
2016,1,2.78,2.14,0.63,eastcentral,286278000.0,cascade,13.22,-2.51,-10.84
2016,1,2.78,2.14,0.63,eastcentral,286278000.0,cedarrapids1,18.04,-1.59,-9.98
2016,1,2.78,2.14,0.63,eastcentral,286278000.0,cedarrapidsarea,9.42,-2.13,-10.07
2016,1,2.78,2.14,0.63,eastcentral,286278000.0,clinton1,13.47,-0.75,-8.8
2016,1,2.78,2.14,0.63,eastcentral,286278000.0,dubuquearea,11.69,-2.81,-10.52
2016,1,2.78,2.14,0.63,eastcentral,286278000.0,iowaeastcentral,12.7,-1.89,-11.17
2016,1,2.78,2.14,0.63,eastcentral,286278000.0,lowden,12.46,-1.44,-9.96
2016,1,2.78,2.14,0.63,eastcentral,286278000.0,manchester2,16.27,-4.18,-12.63
2016,1,2.78,2.14,0.63,eastcentral,286278000.0,maquioketa2w,7.88,-3.6,-11.83
2016,1,2.78,2.14,0.63,northcentral,400156000.0,algona,4.33,-5.42,-13.45
2016,1,2.78,2.14,0.63,northcentral,400156000.0,estherville4e,25.66,-5.75,-14.48
2016,1,2.78,2.14,0.63,northcentral,400156000.0,esthervillemunicipal,7.65,-4.98,-13.35
2016,1,2.78,2.14,0.63,northcentral,400156000.0,fortdodge,24.15,-4.67,-12.69
2016,1,2.78,2.14,0.63,northcentral,400156000.0,iowadroughtregion2,15.24,-3.69,-12.91
2016,1,2.78,2.14,0.63,northcentral,400156000.0,jefferson,13.47,-3.78,-11.93
2016,1,2.78,2.14,0.63,northcentral,400156000.0,pocahontas,13.72,-4.74,-13.31
2016,1,2.78,2.14,0.63,northcentral,400156000.0,saccity,10.67,-4.39,-12.74
2016,1,2.78,2.14,0.63,northcentral,400156000.0,emmetsburg,6.35,-4.41,-13.08
2016,1,2.78,2.14,0.63,northcentral,400156000.0,webstercity,20.84,-4.28,-12.44
2016,1,2.78,2.14,0.63,northeast,339758000.0,elkader6ssw,16.53,-4.1,-13.8
2016,1,2.78,2.14,0.63,northeast,339758000.0,fayette,19.83,-4.8,-12.8
2016,1,2.78,2.14,0.63,northeast,339758000.0,iowadroughtregion3,17.27,-3.06,-12.2
2016,1,2.78,2.14,0.63,northeast,339758000.0,iowanortheastclimatedivision,19.3,-3.73,-12.78
2016,1,2.78,2.14,0.63,northeast,339758000.0,newhampton,24.38,-5.82,-13.41
2016,1,2.78,2.14,0.63,northeast,339758000.0,oelwein1e,24.15,-4.82,-12.71
2016,1,2.78,2.14,0.63,northeast,339758000.0,oelweinarea,24.15,-4.64,-12.71
2016,1,2.78,2.14,0.63,northeast,339758000.0,postville,12.97,-4.35,-12.9
2016,1,2.78,2.14,0.63,northeast,339758000.0,stanley,16.53,-4.76,-12.91
2016,1,2.78,2.14,0.63,northeast,339758000.0,waukon,18.8,-3.19,-11.31
2016,1,2.78,2.14,0.63,northwest,391500000.0,iowadroughtregion1,13.21,-3.26,-12.94
2016,1,2.78,2.14,0.63,northwest,391500000.0,iowanorthwestclimate,11.94,-3.87,-13.64
2016,1,2.78,2.14,0.63,northwest,391500000.0,lemars,14.73,-3.74,-12.76
2016,1,2.78,2.14,0.63,northwest,391500000.0,primghar,9.4,-4.13,-12.02
2016,1,2.78,2.14,0.63,northwest,391500000.0,rockrapids,2.05,-4.44,-13.61
2016,1,2.78,2.14,0.63,northwest,391500000.0,sibley5,9.4,-5.59,-14.5
2016,1,2.78,2.14,0.63,northwest,391500000.0,siouxcenter,9.41,-3.05,-11.38
2016,1,2.78,2.14,0.63,northwest,391500000.0,spencer,8.39,-4.1,-12.56
2016,1,2.78,2.14,0.63,northwest,391500000.0,siouxrapids,12.46,-4.14,-12.87
2016,1,2.78,2.14,0.63,northwest,391500000.0,spencerarea,10.2,-4.14,-13.14
2016,1,2.78,2.14,0.63,southcentral,99051000.0,allerton,20.08,-1.28,-10.02
2016,1,2.78,2.14,0.63,southcentral,99051000.0,centerville,15.75,-0.29,-9.77
2016,1,2.78,2.14,0.63,southcentral,99051000.0,chariton,15.75,-1.36,-11.18
2016,1,2.78,2.14,0.63,southcentral,99051000.0,des moines area,17.3,-0.37,-8.67
2016,1,2.78,2.14,0.63,southcentral,99051000.0,iowa - south central climate division,17.78,-0.48,-10.46
2016,1,2.78,2.14,0.63,southcentral,99051000.0,iowa drought region 5 - southeast,15.49,-0.79,-10.5
2016,1,2.78,2.14,0.63,southcentral,99051000.0,newton,11.18,-3.09,-11.11
2016,1,2.78,2.14,0.63,southcentral,99051000.0,osceola-3-wsw,19.82,-0.41,-10.24
2016,1,2.78,2.14,0.63,southcentral,99051000.0,oskaloosa,12.71,-1.19,-10.44
2016,1,2.78,2.14,0.63,southcentral,99051000.0,rathbun dam,13.72,0.04,-10.05
2016,1,2.78,2.14,0.63,southeast,183700000.0,burlington,16.01,0.0,-8.87
2016,1,2.78,2.14,0.63,southeast,183700000.0,columbus junct 2 ssw,11.18,-1.38,-9.83
2016,1,2.78,2.14,0.63,southeast,183700000.0,fairfield,6.61,-0.68,-9.23
2016,1,2.78,2.14,0.63,southeast,183700000.0,iowa - southeast climate division,12.95,-0.09,-9.85
2016,1,2.78,2.14,0.63,southeast,183700000.0,keosauqua,11.44,0.81,-8.87
2016,1,2.78,2.14,0.63,southeast,183700000.0,burlingtonairport,13.72,0.2,-8.28
2016,1,2.78,2.14,0.63,southeast,183700000.0,donnellson,15.76,0.41,-8.83
2016,1,2.78,2.14,0.63,southeast,183700000.0,fortmadison,14.48,0.72,-7.65
2016,1,2.78,2.14,0.63,southeast,183700000.0,keokuk,12.95,0.66,-8.55
2016,1,2.78,2.14,0.63,southeast,183700000.0,mount-pleasant,10.92,-1.02,-11.06
2016,1,2.78,2.14,0.63,southwest,206341000.0,atlantic-1-ne,15.51,-2.28,-11.63
2016,1,2.78,2.14,0.63,southwest,206341000.0,clarinda,13.48,-0.47,-10.0
2016,1,2.78,2.14,0.63,southwest,206341000.0,corning,15.25,-0.84,-9.87
2016,1,2.78,2.14,0.63,southwest,206341000.0,creston,17.53,-1.2,-10.79
2016,1,2.78,2.14,0.63,southwest,206341000.0,greenfield,17.27,-2.22,-10.99
2016,1,2.78,2.14,0.63,southwest,206341000.0,iowa - southwest climate division,18.03,-0.16,-10.22
2016,1,2.78,2.14,0.63,southwest,206341000.0,iowa drought region 4 - southwest,17.53,-0.63,-10.5
2016,1,2.78,2.14,0.63,southwest,206341000.0,oakland-2-e,17.03,-2.62,-10.65
2016,1,2.78,2.14,0.63,southwest,206341000.0,shenandoah-1-ne,17.03,-0.4,-9.75
2016,1,2.78,2.14,0.63,southwest,206341000.0,winterset,14.99,-1.81,-10.48
2016,1,2.78,2.14,0.63,westcentral,418735000.0,audubon,17.29,-3.6,-12.16
2016,1,2.78,2.14,0.63,westcentral,418735000.0,battle creek 3ne,12.46,-3.89,-12.97
2016,1,2.78,2.14,0.63,westcentral,418735000.0,carroll-2-ssw,15.75,-4.17,-11.72
2016,1,2.78,2.14,0.63,westcentral,418735000.0,denison,19.06,-4.3,-11.74
2016,1,2.78,2.14,0.63,westcentral,418735000.0,ida grove area,12.46,-3.89,-12.97
2016,1,2.78,2.14,0.63,westcentral,418735000.0,iowa - west central climate division,14.99,-2.69,-11.8
2016,1,2.78,2.14,0.63,westcentral,418735000.0,little sioux 2nw,21.85,-2.57,-11.99
2016,1,2.78,2.14,0.63,westcentral,418735000.0,mapleton no. 2,13.47,-3.0,-11.65
2016,1,2.78,2.14,0.63,westcentral,418735000.0,sac-city,10.67,-4.39,-12.74
2016,1,2.78,2.14,0.63,westcentral,418735000.0,sioux city area,18.56,-1.04,-9.96
2016,2,2.91,2.0,0.91,central,414981000.0,ames 5 se,23.64,1.75,-7.16
2016,2,2.91,2.0,0.91,central,414981000.0,ames area,23.64,1.75,-7.16
2016,2,2.91,2.0,0.91,central,414981000.0,ames municipal ap,9.69,2.13,-5.94
2016,2,2.91,2.0,0.91,central,414981000.0,ames-8-wsw,17.28,2.47,-5.61
2016,2,2.91,2.0,0.91,central,414981000.0,boone,39.63,2.0,-7.86
2016,2,2.91,2.0,0.91,central,414981000.0,grinnell-3-sw,14.73,1.98,-7.3
2016,2,2.91,2.0,0.91,central,414981000.0,grundy-center,23.63,0.52,-7.58
2016,2,2.91,2.0,0.91,central,414981000.0,iowa average,25.65,2.76,-6.92
2016,2,2.91,2.0,0.91,central,414981000.0,marshalltown municipal ap,8.92,2.01,-6.38
2016,2,2.91,2.0,0.91,central,414981000.0,toledo,8.92,1.32,-7.09
2016,2,2.91,2.0,0.91,eastcentral,286278000.0,anamosa3ssw,15.0,1.84,-5.75
2016,2,2.91,2.0,0.91,eastcentral,286278000.0,cascade,15.25,1.88,-6.09
2016,2,2.91,2.0,0.91,eastcentral,286278000.0,cedarrapids1,10.67,2.72,-5.17
2016,2,2.91,2.0,0.91,eastcentral,286278000.0,cedarrapidsarea,5.86,2.7,-5.44
2016,2,2.91,2.0,0.91,eastcentral,286278000.0,clinton1,13.97,3.2,-4.85
2016,2,2.91,2.0,0.91,eastcentral,286278000.0,dubuquearea,15.76,1.05,-6.47
2016,2,2.91,2.0,0.91,eastcentral,286278000.0,iowaeastcentral,15.24,2.97,-6.53
2016,2,2.91,2.0,0.91,eastcentral,286278000.0,lowden,13.98,3.24,-5.34
2016,2,2.91,2.0,0.91,eastcentral,286278000.0,manchester2,21.35,0.71,-7.62
2016,2,2.91,2.0,0.91,eastcentral,286278000.0,maquioketa2w,9.16,1.43,-6.67
2016,2,2.91,2.0,0.91,northcentral,400156000.0,algona,22.38,0.02,-7.93
2016,2,2.91,2.0,0.91,northcentral,400156000.0,estherville4e,51.57,-0.73,-8.67
2016,2,2.91,2.0,0.91,northcentral,400156000.0,esthervillemunicipal,11.21,-0.77,-8.33
2016,2,2.91,2.0,0.91,northcentral,400156000.0,fortdodge,57.16,0.42,-7.78
2016,2,2.91,2.0,0.91,northcentral,400156000.0,iowadroughtregion2,28.19,1.25,-7.91
2016,2,2.91,2.0,0.91,northcentral,400156000.0,jefferson,30.23,1.39,-6.94
2016,2,2.91,2.0,0.91,northcentral,400156000.0,pocahontas,34.3,0.48,-7.28
2016,2,2.91,2.0,0.91,northcentral,400156000.0,saccity,20.07,0.59,-7.38
2016,2,2.91,2.0,0.91,northcentral,400156000.0,emmetsburg,20.33,1.44,-7.64
2016,2,2.91,2.0,0.91,northcentral,400156000.0,webstercity,39.38,0.32,-8.71
2016,2,2.91,2.0,0.91,northeast,339758000.0,elkader6ssw,24.66,0.5,-8.97
2016,2,2.91,2.0,0.91,northeast,339758000.0,fayette,21.61,-0.27,-8.58
2016,2,2.91,2.0,0.91,northeast,339758000.0,iowadroughtregion3,19.56,1.55,-7.68
2016,2,2.91,2.0,0.91,northeast,339758000.0,iowanortheastclimatedivision,20.83,0.86,-8.3
2016,2,2.91,2.0,0.91,northeast,339758000.0,newhampton,21.35,-0.84,-9.29
2016,2,2.91,2.0,0.91,northeast,339758000.0,oelwein1e,25.17,-0.36,-9.31
2016,2,2.91,2.0,0.91,northeast,339758000.0,oelweinarea,25.17,-0.36,-9.31
2016,2,2.91,2.0,0.91,northeast,339758000.0,postville,25.68,-0.34,-9.56
2016,2,2.91,2.0,0.91,northeast,339758000.0,stanley,19.82,-0.25,-8.39
2016,2,2.91,2.0,0.91,northeast,339758000.0,waukon,22.1,0.75,-7.36
